,Unnamed: 0,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,ID
240,248,Wenyen Gabriel,PF,24,LAL,19,5,16.4,2.6,5.1,0.505,0.3,1.2,0.261,2.3,3.9,0.581,0.536,1.2,2.0,0.605,1.8,2.5,4.3,0.6,0.2,0.5,0.7,3.0,6.7,0.237,5.5,2.6,-5.7,-2.3,16.5,0.2,0.392,-3.3,11.8,0.4,13.1,0.6,10.3,14.2,0.558,17.5,-0.3,0.6,0.096,,,/players/g/gabriwe01.html
241,250,Daniel Gafford,C,23,WAS,72,53,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,0.002,7.3,5.8,1.6,0.5,19.0,1.6,0.372,1.1,12.1,4.4,21.8,1.0,12.0,15.6,0.708,16.7,1.3,6.0,0.198,"$12,402,000",WAS,/players/g/gaffoda01.html
242,251,Danilo Gallinari,PF,33,ATL,66,18,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,0.492,8.5,0.6,-0.2,-1.2,17.8,0.8,0.261,1.0,2.3,2.8,14.3,0.8,5.4,10.1,0.579,18.4,0.8,3.6,0.105,"$6,802,950",WAS,
243,252,Langston Galloway,SG,30,TOT,7,0,15.3,0.9,3.7,0.231,0.3,2.3,0.125,0.6,1.4,0.4,0.269,0.0,0.0,,0.4,2.1,2.6,1.7,0.1,0.0,0.9,1.0,2.0,0.615,13.7,0.0,-9.8,-1.8,14.7,0.1,0.0,-8.0,3.1,-0.3,0.7,0.4,18.8,9.0,0.269,12.8,-0.2,-0.2,-0.1,,,
244,253,Langston Galloway,SG,30,BRK,4,0,14.5,1.3,3.3,0.385,0.5,2.0,0.25,0.8,1.3,0.6,0.462,0.0,0.0,,0.3,1.8,2.0,1.3,0.0,0.0,1.3,1.3,3.0,0.615,11.0,0.0,-10.4,-2.8,12.8,0.0,0.0,-7.7,1.9,-0.1,1.8,0.0,27.8,7.5,0.462,13.3,-0.1,-0.1,-0.072,,,
245,254,Langston Galloway,SG,30,MIL,3,0,16.3,0.3,4.3,0.077,0.0,2.7,0.0,0.3,1.7,0.2,0.077,0.0,0.0,,0.7,2.7,3.3,2.3,0.3,0.0,0.3,0.7,0.7,0.615,16.9,0.0,-9.1,-0.6,17.0,0.0,0.0,-8.5,4.4,-0.2,-0.6,1.0,7.1,10.8,0.077,12.2,-0.1,-0.1,-0.133,,,
246,255,Darius Garland,PG,22,CLE,68,68,35.7,8.0,17.3,0.462,2.6,6.7,0.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,0.387,39.9,0.3,2.6,-0.8,8.2,2.5,0.205,3.4,1.8,3.8,19.0,1.8,16.2,5.1,0.576,27.8,2.8,6.3,0.125,"$33,500,000",CLE,/players/g/garlada01.html
247,256,Marcus Garrett,SG,23,MIA,12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,0.19,7.0,2.5,-5.4,1.0,12.2,0.2,0.238,-6.4,8.1,-0.1,4.7,2.0,7.9,10.2,0.28,8.8,-0.1,0.1,0.032,,,
248,257,Usman Garuba,PF,19,HOU,24,2,10.0,0.8,1.8,0.432,0.2,0.8,0.25,0.6,1.0,0.583,0.489,0.2,0.3,0.714,0.9,2.6,3.5,0.7,0.4,0.5,0.3,1.2,2.0,0.455,9.6,4.1,-0.9,0.9,28.7,0.3,0.159,-1.8,9.6,0.2,12.9,2.0,11.3,19.1,0.51,9.4,0.1,0.5,0.105,"$2,588,400",OKC,/players/g/garubus01.html
249,258,Luka Garza,C,23,DET,32,5,12.2,2.1,4.6,0.449,0.5,1.5,0.327,1.6,3.1,0.51,0.503,1.2,1.9,0.623,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.8,0.333,8.3,1.4,-2.5,-2.0,12.3,0.2,0.415,-0.5,15.3,0.5,15.6,1.1,9.4,13.9,0.535,21.1,-0.1,0.8,0.093,,,/players/g/garzalu01.html
250,259,Rudy Gay,PF,35,UTA,55,1,18.9,2.9,6.9,0.414,1.3,3.7,0.345,1.6,3.2,0.494,0.507,1.1,1.4,0.785,1.0,3.4,4.4,1.0,0.5,0.3,0.9,1.7,8.1,0.536,7.8,1.6,-1.0,-0.3,19.1,1.3,0.208,-0.7,6.0,0.8,13.0,1.2,10.2,12.8,0.539,19.3,0.3,2.1,0.097,"$6,479,000",OKC,/players/g/gayru01.html
251,260,Paul George,PF,31,LAC,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,0.404,28.1,1.0,3.7,1.9,19.2,1.9,0.233,1.8,1.2,-0.6,18.6,3.0,15.2,10.5,0.538,33.7,1.6,1.3,0.057,"$45,640,084",LAC,/players/g/georgpa01.html
252,261,Taj Gibson,C,36,NYK,52,4,18.2,1.7,3.2,0.518,0.3,0.7,0.395,1.4,2.5,0.555,0.563,0.8,1.0,0.808,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.6,4.4,0.229,4.9,4.2,-2.0,1.0,16.3,1.2,0.313,-3.0,9.8,1.4,12.0,1.2,12.5,13.0,0.606,10.0,0.0,2.7,0.135,,,/players/g/gibsota01.html
253,262,Josh Giddey,SF,19,OKC,54,54,31.5,5.2,12.4,0.419,1.0,3.9,0.263,4.2,8.5,0.492,0.461,1.0,1.5,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,0.318,32.3,1.1,-0.9,0.3,19.8,1.7,0.118,-1.2,5.8,-1.3,13.3,1.5,19.5,12.7,0.478,22.2,0.5,0.4,0.01,"$6,587,040",OKC,/players/g/giddejo01.html
254,263,Shai Gilgeous-Alexander,PG,23,OKC,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,0.282,31.1,2.2,3.4,0.5,13.0,1.8,0.385,2.9,1.9,2.8,20.9,1.8,11.1,7.4,0.557,30.8,2.7,4.6,0.113,"$33,386,850",OKC,/players/g/gilgesh01.html
255,264,Anthony Gill,PF,29,WAS,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1.0,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,0.239,8.3,2.0,-1.9,-1.3,12.2,0.2,0.477,-0.6,8.0,1.1,14.7,0.5,12.0,10.2,0.682,14.4,0.0,1.4,0.14,"$1,997,238",WAS,/players/g/gillan01.html
256,265,Freddie Gillespie,PF,24,ORL,9,2,13.2,1.0,2.4,0.409,0.0,0.1,0.0,1.0,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4.0,0.6,0.3,1.0,0.6,2.0,2.3,0.045,5.9,6.9,-4.6,1.0,20.5,0.2,0.318,-5.6,11.5,-0.1,9.5,1.2,16.6,16.0,0.419,10.9,-0.1,0.1,0.049,,,
257,266,Rudy Gobert,C,29,UTA,66,66,32.1,5.5,7.7,0.713,0.0,0.1,0.0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,0.008,5.1,5.7,4.6,1.7,36.3,4.3,0.864,2.9,12.9,7.3,24.7,1.0,14.5,25.0,0.732,16.9,3.6,11.7,0.264,"$41,000,000",MIN,/players/g/goberru01.html
258,267,Brandon Goodwin,PG,26,CLE,36,5,13.9,1.8,4.3,0.416,0.5,1.5,0.345,1.3,2.8,0.455,0.477,0.7,1.1,0.632,0.4,1.5,1.9,2.5,0.7,0.0,1.0,1.1,4.8,0.357,26.0,0.2,-1.6,1.1,11.4,0.7,0.247,-2.6,3.1,0.1,11.8,2.5,17.4,7.4,0.501,18.2,0.1,0.7,0.069,,,
259,268,Jordan Goodwin,SG,23,WAS,2,0,3.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.333,0.0,0.0,-34.1,-9.4,18.2,0.0,0.0,-24.7,0.0,-0.1,-20.4,0.0,0.0,9.2,0.0,22.2,0.0,-0.1,-0.533,"$1,927,896",PHO,/players/g/goodwjo01.html
260,269,Aaron Gordon,PF,26,DEN,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,0.312,11.6,1.7,-0.6,-1.1,14.3,2.0,0.276,0.5,6.1,3.2,15.3,0.9,12.5,10.3,0.602,19.7,0.9,5.2,0.105,"$21,266,182",DEN,/players/g/gordoaa01.html
261,270,Eric Gordon,SG,33,HOU,57,46,29.3,4.7,9.9,0.475,2.2,5.3,0.412,2.5,4.6,0.548,0.585,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4,0.534,14.1,1.0,-2.3,-2.2,6.5,-0.1,0.239,-0.1,1.0,1.5,12.1,0.8,14.6,3.7,0.614,18.6,-0.1,1.4,0.04,,,/players/g/gordoer01.html
262,271,Devonte' Graham,PG,26,NOP,76,63,28.4,3.9,10.7,0.363,2.5,7.4,0.341,1.4,3.3,0.413,0.481,1.6,1.8,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9,0.691,21.0,0.5,-1.0,-1.2,7.3,1.2,0.172,0.2,1.9,1.6,12.1,1.6,10.7,4.5,0.514,19.5,0.5,2.8,0.062,"$12,100,000",SAS,/players/g/grahade01.html
263,273,Jerami Grant,PF,27,DET,47,47,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2,0.363,12.5,2.9,1.2,-0.2,12.4,1.1,0.371,1.4,1.9,1.2,16.1,1.4,9.5,6.9,0.556,25.7,1.2,2.3,0.075,,,/players/g/grantje01.html
264,274,Hassani Gravett,PG,25,ORL,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,0.684,17.0,0.5,-2.3,0.2,12.4,0.1,0.105,-2.4,0.6,0.1,10.1,1.4,18.5,6.5,0.629,12.3,0.0,0.3,0.071,,,
265,275,Danny Green,SF,34,PHI,62,28,21.8,2.0,5.2,0.394,1.7,4.4,0.38,0.4,0.8,0.469,0.555,0.2,0.2,0.786,0.5,2.0,2.5,1.0,1.0,0.6,0.7,1.7,5.9,0.847,6.5,2.5,-0.5,0.8,10.1,1.6,0.044,-1.4,2.7,0.3,9.5,2.2,12.1,6.5,0.561,12.3,0.5,1.9,0.067,,,/players/g/greenda02.html
266,276,Draymond Green,PF,31,GSW,46,44,28.9,2.9,5.6,0.525,0.3,1.2,0.296,2.6,4.4,0.586,0.556,1.3,2.0,0.659,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5,0.21,32.5,3.6,3.2,4.6,23.2,2.8,0.354,-1.4,3.8,0.8,14.3,2.2,31.9,13.8,0.582,14.3,1.8,3.6,0.131,,,/players/g/greendr01.html
267,277,Jalen Green,SG,19,HOU,67,67,31.9,6.1,14.2,0.426,2.3,6.8,0.343,3.7,7.4,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,0.48,13.1,0.8,-2.9,-2.4,10.0,0.2,0.247,-0.5,1.7,0.5,12.5,1.0,11.3,5.8,0.547,23.7,-0.5,0.7,0.015,"$9,891,480",HOU,/players/g/greenja05.html
268,278,JaMychal Green,PF,31,DEN,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4,0.379,7.6,2.2,-1.8,0.1,19.9,1.4,0.284,-2.0,8.6,1.2,14.1,1.9,13.4,14.5,0.587,17.2,0.0,2.7,0.118,,,/players/g/greenja01.html
269,279,Javonte Green,SF,28,CHI,65,45,23.4,2.7,5.0,0.542,0.6,1.6,0.356,2.2,3.4,0.625,0.597,1.2,1.5,0.833,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.0,7.2,0.311,5.3,1.8,0.1,0.7,13.6,1.5,0.295,-0.6,6.8,2.9,14.0,2.2,7.6,10.2,0.637,11.5,0.8,4.4,0.139,,,/players/g/greenja02.html
270,280,Jeff Green,PF,35,DEN,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3.0,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3,0.318,7.3,1.3,-2.5,-1.3,11.1,1.2,0.374,-1.2,2.6,2.7,12.5,0.7,10.3,7.0,0.627,16.3,-0.2,3.9,0.101,,,/players/g/greenje02.html
271,281,Josh Green,SG,21,DAL,67,3,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8,0.305,11.0,1.2,-1.0,1.4,11.7,1.4,0.176,-2.4,5.6,1.0,11.9,2.2,13.8,8.6,0.578,13.9,0.3,2.4,0.111,"$4,765,339",DAL,/players/g/greenjo02.html
272,282,Blake Griffin,C,32,BRK,56,24,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.7,3.0,0.565,0.486,1.0,1.4,0.724,1.1,3.0,4.1,1.9,0.5,0.3,0.6,1.7,6.4,0.463,15.0,1.3,-0.5,0.1,18.6,0.9,0.243,-0.6,7.0,1.2,13.7,1.4,8.2,13.0,0.518,16.9,0.3,2.1,0.106,,,/players/g/griffbl01.html
273,283,Quentin Grimes,SG,21,NYK,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1.0,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,0.804,8.5,1.4,-0.3,0.9,9.8,0.9,0.081,-1.2,3.2,0.6,10.7,2.0,10.3,6.4,0.565,15.1,0.3,1.4,0.087,"$2,385,720",NYK,/players/g/grimequ01.html
274,284,Kyle Guy,SG,24,MIA,19,0,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,0.615,13.5,0.6,-3.4,-0.3,7.8,0.2,0.185,-3.1,2.5,-0.1,9.5,1.9,15.6,5.2,0.526,19.9,-0.1,0.1,0.035,,,
275,285,Rui Hachimura,PF,23,WAS,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,0.323,7.9,0.8,-1.4,-1.7,15.6,0.6,0.173,0.2,3.0,0.9,14.9,1.2,7.4,9.4,0.579,20.9,0.1,1.4,0.073,,,/players/h/hachiru01.html
276,286,Tyrese Haliburton,SG-PG,21,TOT,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,0.428,34.1,1.6,2.6,-0.1,10.3,1.8,0.209,2.7,2.5,5.2,18.2,2.4,16.7,6.3,0.595,19.0,3.1,7.0,0.125,"$5,808,435",IND,/players/h/halibty01.html
277,287,Tyrese Haliburton,SG,21,SAC,51,51,34.5,5.3,11.5,0.457,2.0,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2.0,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,0.43,31.4,1.7,2.6,0.4,10.0,1.2,0.177,2.2,2.4,2.7,17.0,2.4,15.4,6.2,0.575,18.3,2.0,4.0,0.109,"$5,808,435",IND,/players/h/halibty01.html
278,288,Tyrese Haliburton,PG,21,IND,26,26,36.1,6.2,12.4,0.502,2.2,5.3,0.416,4.0,7.2,0.565,0.59,2.8,3.3,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5,0.424,38.9,1.4,2.8,-1.0,10.9,0.6,0.266,3.8,2.6,2.5,20.5,2.5,18.9,6.7,0.629,20.3,1.1,3.0,0.156,"$5,808,435",IND,/players/h/halibty01.html
279,289,Tyler Hall,SG,24,NYK,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-8.5,-0.5,0.0,0.0,,-8.1,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.007,,,
280,290,R.J. Hampton,SG,20,ORL,64,14,21.9,2.7,7.1,0.383,1.0,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6,7.6,0.4,16.9,0.8,-4.1,-0.1,12.9,1.1,0.256,-4.0,1.7,-1.3,8.5,1.4,14.6,7.3,0.481,18.4,-0.7,-0.2,-0.005,,,/players/h/hamptrj01.html
281,291,Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,0.574,11.4,0.4,-0.2,0.2,12.8,1.5,0.194,-0.4,1.2,0.5,12.7,1.5,5.6,7.0,0.52,22.0,0.6,2.0,0.077,"$17,897,728",DAL,/players/h/hardati02.html
282,292,James Harden,PG,32,TOT,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,0.452,40.3,1.3,4.0,0.3,19.7,2.7,0.54,3.7,2.6,4.9,20.9,1.7,18.8,11.3,0.583,27.2,3.7,7.6,0.152,"$35,640,000",PHI,/players/h/hardeja01.html
283,293,James Harden,PG,32,BRK,44,44,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,0.435,39.7,1.7,4.1,0.4,20.2,1.8,0.496,3.7,2.9,2.6,20.4,1.7,19.8,11.7,0.576,28.3,2.5,4.4,0.13,"$35,640,000",PHI,/players/h/hardeja01.html
284,294,James Harden,PG,32,PHI,21,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,0.493,41.4,0.6,3.8,0.1,18.9,0.9,0.65,3.8,1.9,2.3,21.8,1.6,16.4,10.5,0.601,24.9,1.2,3.3,0.197,"$35,640,000",PHI,/players/h/hardeja01.html
285,295,Maurice Harkless,SF,28,SAC,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,0.558,3.6,2.4,-3.3,0.4,12.7,0.6,0.155,-3.7,1.5,-0.1,7.7,1.6,13.8,7.1,0.561,11.2,-0.3,0.5,0.026,,,
286,296,Jared Harper,PG,24,NOP,5,0,8.6,2.8,5.2,0.538,1.0,2.4,0.417,1.8,2.8,0.643,0.635,0.8,0.8,1.0,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4,0.462,64.1,2.2,17.3,3.1,0.0,0.1,0.154,14.2,5.0,0.3,36.9,4.6,6.7,2.6,0.666,29.7,0.2,0.4,0.422,,,
287,298,Montrezl Harrell,C,28,TOT,71,3,23.1,5.0,7.8,0.645,0.1,0.2,0.235,5.0,7.6,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,0.031,13.9,2.3,3.9,0.1,18.7,1.2,0.533,3.7,10.0,6.1,23.2,0.9,9.5,14.4,0.68,20.2,2.4,7.3,0.213,"$2,760,026",PHI,/players/h/harremo01.html
288,299,Montrezl Harrell,C,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8.0,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1,0.039,13.9,2.4,4.8,0.6,20.8,0.9,0.535,4.3,9.7,4.2,23.9,0.8,9.6,15.3,0.684,20.8,1.9,5.1,0.217,"$2,760,026",PHI,/players/h/harremo01.html
289,300,Montrezl Harrell,C,28,CHO,25,0,21.0,4.4,6.9,0.645,0.0,0.1,0.0,4.4,6.8,0.653,0.645,2.5,3.6,0.692,2.1,2.8,4.9,2.0,0.4,0.5,0.9,2.0,11.4,0.012,13.9,2.2,1.8,-0.8,14.2,0.3,0.529,2.6,10.6,1.9,21.7,1.0,9.4,12.3,0.672,19.0,0.5,2.2,0.203,"$2,760,026",PHI,/players/h/harremo01.html
290,301,Gary Harris,SG,27,ORL,61,30,28.4,3.9,9.1,0.434,1.9,5.0,0.384,2.0,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,0.546,9.5,0.5,-2.4,-0.4,5.3,1.0,0.172,-2.0,2.2,1.1,10.9,1.6,9.3,3.7,0.571,16.4,-0.2,2.2,0.06,"$13,000,000",ORL,/players/h/harriga01.html
291,302,Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,0.71,4.5,0.4,-1.4,-0.5,12.8,0.2,0.048,-0.9,1.3,0.3,9.6,0.8,11.2,7.2,0.624,14.5,0.1,0.5,0.06,"$19,928,571",DET,/players/h/harrijo01.html
292,303,Tobias Harris,PF,29,PHI,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,0.269,15.9,1.5,0.0,-0.6,18.1,2.6,0.198,0.6,3.4,3.0,15.9,0.9,9.5,10.9,0.566,21.7,1.3,5.6,0.105,"$39,270,150",PHI,/players/h/harrito02.html
293,304,Shaquille Harrison,SG,28,BRK,2,0,11.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0,0.333,16.6,3.9,-8.3,0.6,13.8,0.0,0.0,-9.0,4.9,-0.1,4.6,2.1,25.0,9.5,0.333,15.0,0.0,0.0,-0.067,,,/players/h/harrish01.html
294,305,Josh Hart,SG,26,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,0.374,18.9,0.7,0.9,0.5,20.7,1.5,0.371,0.5,3.7,2.8,16.1,1.7,14.7,12.0,0.61,18.6,1.3,4.4,0.117,"$12,960,000",NYK,/players/h/hartjo01.html
295,306,Josh Hart,SG,26,NOP,41,40,33.5,4.8,9.4,0.505,1.0,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4,0.337,17.7,0.8,0.7,0.9,21.9,1.4,0.399,-0.2,4.2,2.1,15.2,1.6,15.1,12.8,0.604,16.7,0.9,3.4,0.119,"$12,960,000",NYK,/players/h/hartjo01.html
296,307,Josh Hart,SG,26,POR,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,0.454,23.1,0.5,1.8,-1.0,16.7,0.2,0.311,2.7,2.3,0.8,19.4,1.9,13.7,9.2,0.622,25.0,0.4,1.0,0.112,"$12,960,000",NYK,/players/h/hartjo01.html
297,308,Isaiah Hartenstein,C,23,LAC,68,0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3,0.082,20.5,5.4,4.5,3.1,18.2,2.2,0.361,1.4,10.5,3.3,22.0,2.0,16.5,14.5,0.664,18.4,2.0,5.5,0.215,,,/players/h/harteis01.html
298,309,Udonis Haslem,C,41,MIA,13,0,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1.0,2.1,0.481,0.468,0.2,0.2,1.0,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,0.129,7.4,1.3,-7.1,-0.7,28.2,0.1,0.097,-6.4,5.6,-0.1,8.6,0.6,13.4,17.1,0.495,20.0,-0.1,0.1,0.033,,,/players/h/hasleud01.html
299,310,Sam Hauser,SF,24,BOS,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0.0,0.0,,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,0.88,9.1,1.2,2.3,-0.3,16.0,0.2,0.0,2.7,3.5,0.4,14.8,0.3,3.8,9.9,0.65,14.5,0.2,0.6,0.171,"$1,927,896",BOS,/players/h/hausesa01.html
300,311,Jaxson Hayes,C,21,NOP,70,28,20.0,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,0.143,4.7,3.8,0.2,-0.3,16.2,1.3,0.472,0.6,8.9,3.7,18.5,1.2,10.1,12.5,0.68,16.4,0.8,5.1,0.174,,,/players/h/hayesja02.html
301,312,Killian Hayes,PG,20,DET,66,40,25.0,2.7,7.0,0.383,0.7,2.5,0.263,2.0,4.4,0.452,0.431,0.9,1.1,0.77,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,0.364,24.6,1.9,-3.5,0.8,12.0,1.5,0.161,-4.3,2.2,-1.0,9.3,2.3,18.4,6.9,0.461,15.7,-0.6,0.5,0.014,"$7,413,955",DET,/players/h/hayeski01.html
302,313,Gordon Hayward,SF,31,CHO,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4.0,8.1,0.496,0.528,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,0.357,16.1,1.3,-0.7,-0.8,12.8,1.0,0.241,0.1,2.5,1.9,15.1,1.4,10.6,7.6,0.57,20.7,0.5,2.8,0.087,"$31,500,000",CHO,/players/h/haywago01.html
