,Unnamed: 0,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,ID
603,625,Kristaps Porziņģis,PF,26,WAS,17,17,28.2,7.2,15.2,0.475,1.7,4.6,0.367,5.5,10.6,0.522,0.531,5.9,6.8,0.871,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9,22.1,0.305,17.9,4.4,5.7,0.2,25.5,0.6,0.448,5.4,8.9,1.6,27.7,1.2,8.3,17.3,0.606,31.4,0.9,2.2,0.22,"$36,016,200",BOS,/players/p/porzikr01.html
604,626,Micah Potter,C,23,DET,3,0,10.3,1.7,3.7,0.455,0.0,0.7,0.0,1.7,3.0,0.556,0.455,0.7,0.7,1.0,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0,0.182,0.0,2.9,-7.1,-3.0,18.4,0.0,0.182,-4.0,13.3,0.0,13.6,1.6,7.8,15.7,0.505,17.8,0.0,0.0,0.073,,,/players/p/pottemi01.html
605,627,Dwight Powell,C,30,DAL,82,71,21.9,3.3,4.9,0.671,0.2,0.5,0.351,3.1,4.4,0.703,0.687,2.0,2.6,0.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7,0.092,8.1,2.0,0.9,0.5,14.3,2.2,0.529,0.4,10.7,6.0,18.1,1.0,11.5,12.5,0.725,14.0,1.3,8.2,0.219,,,/players/p/poweldw01.html
606,628,Myles Powell,PG,24,PHI,11,0,4.7,0.5,1.5,0.294,0.1,0.5,0.167,0.4,1.0,0.364,0.324,0.2,0.2,1.0,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2,0.353,8.0,0.0,-12.7,-2.2,10.6,0.0,0.118,-10.5,2.2,-0.2,0.2,1.0,14.4,6.4,0.364,18.0,-0.1,-0.1,-0.109,,,
607,629,Norman Powell,SF-SG,28,TOT,45,41,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,0.549,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19.0,0.418,10.8,1.4,-0.3,-1.5,9.7,0.4,0.385,1.2,1.5,2.4,16.3,1.4,8.9,5.4,0.603,23.1,0.6,2.8,0.093,"$18,000,000",LAC,/players/p/powelno01.html
608,630,Norman Powell,SF,28,POR,40,39,33.3,6.2,13.6,0.456,2.3,5.7,0.406,3.9,7.8,0.492,0.542,4.0,5.0,0.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7,0.423,10.0,1.3,-1.0,-1.6,9.8,0.3,0.365,0.6,1.4,1.8,15.3,1.5,9.0,5.4,0.593,22.5,0.3,2.1,0.076,"$18,000,000",LAC,/players/p/powelno01.html
609,631,Norman Powell,SG,28,LAC,5,2,25.0,6.4,12.6,0.508,2.6,4.8,0.542,3.8,7.8,0.487,0.611,6.0,7.0,0.857,0.6,2.2,2.8,2.8,0.4,0.8,1.4,2.8,21.4,0.381,19.5,2.7,7.7,-0.1,9.1,0.1,0.556,7.8,2.6,0.6,27.1,0.8,8.2,5.9,0.682,30.0,0.3,0.7,0.272,"$18,000,000",LAC,/players/p/powelno01.html
610,632,Joshua Primo,SF,19,SAS,50,16,19.3,2.0,5.4,0.374,0.8,2.7,0.307,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8,0.507,10.6,2.0,-5.0,-1.1,8.9,0.6,0.219,-3.8,3.5,-0.6,7.1,1.0,16.1,6.1,0.487,15.4,-0.7,0.0,0.001,"$4,341,600",SAS,/players/p/primojo01.html
611,634,Taurean Prince,PF,27,MIN,69,8,17.1,2.6,5.7,0.454,1.2,3.3,0.376,1.3,2.3,0.565,0.564,0.9,1.2,0.756,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7,7.3,0.587,8.1,1.9,-0.9,0.0,13.8,1.2,0.21,-1.0,2.3,1.0,12.4,1.9,11.1,7.9,0.589,17.0,0.3,2.2,0.09,,,/players/p/princta02.html
612,635,Payton Pritchard,PG,24,BOS,71,2,14.1,2.3,5.3,0.429,1.4,3.5,0.412,0.8,1.8,0.461,0.564,0.3,0.3,1.0,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9,6.2,0.657,20.4,0.5,1.8,0.1,10.8,1.2,0.056,1.7,3.5,1.8,15.0,1.2,9.7,7.2,0.578,18.6,1.0,3.1,0.148,"$4,037,277",BOS,/players/p/pritcpa01.html
613,636,Trevelin Queen,SG,24,HOU,10,0,7.4,1.5,3.3,0.455,0.9,2.4,0.375,0.6,0.9,0.667,0.591,0.4,0.4,1.0,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3,0.727,8.8,1.2,1.9,-0.8,13.4,0.1,0.121,2.7,10.3,0.1,18.2,3.2,16.8,11.9,0.619,23.9,0.1,0.1,0.08,,,/players/q/queentr01.html
614,637,Neemias Queta,C,22,SAC,15,0,8.0,1.1,2.5,0.447,0.0,0.0,,1.1,2.5,0.447,0.447,0.7,1.1,0.647,0.9,1.1,2.1,0.4,0.1,0.5,0.4,1.2,3.0,0.0,7.2,5.8,-5.1,-1.0,15.6,0.1,0.447,-4.1,12.6,0.0,12.7,0.4,11.7,14.1,0.495,18.4,-0.1,0.1,0.051,,,/players/q/quetane01.html
615,638,Immanuel Quickley,PG,22,NYK,78,3,23.1,3.6,9.3,0.392,1.8,5.1,0.346,1.9,4.2,0.448,0.487,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,0.547,24.5,0.2,0.2,0.0,13.1,1.8,0.278,0.2,1.8,2.5,14.6,1.5,10.9,7.4,0.543,22.2,1.0,4.2,0.113,"$4,171,548",NYK,/players/q/quickim01.html
616,639,Jahmi'us Ramsey,SG,20,SAC,19,0,7.1,1.3,3.1,0.414,0.3,0.9,0.278,1.0,2.1,0.475,0.457,0.4,0.7,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,0.31,7.9,0.6,-6.9,-3.4,7.4,0.0,0.241,-3.5,3.2,-0.1,7.9,0.4,7.2,5.3,0.468,22.2,-0.2,-0.1,-0.047,,,
617,640,Julius Randle,PF,27,NYK,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,0.313,25.1,1.5,0.5,0.2,25.5,3.4,0.322,0.4,5.2,-0.3,15.7,1.0,14.7,15.1,0.509,28.7,1.6,3.1,0.059,"$25,660,800",NYK,/players/r/randlju01.html
618,641,Austin Reaves,SG,23,LAL,61,19,23.2,2.4,5.2,0.459,0.9,2.7,0.317,1.5,2.5,0.616,0.542,1.6,1.9,0.839,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4,7.3,0.525,10.3,1.3,-1.9,-0.6,11.2,0.8,0.371,-1.3,3.4,2.1,11.5,1.0,9.8,7.3,0.6,12.4,0.0,2.9,0.097,,,/players/r/reaveau01.html
619,642,Cam Reddish,SF,22,TOT,49,7,20.7,3.4,8.3,0.404,1.3,3.8,0.359,2.0,4.6,0.442,0.485,2.1,2.3,0.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1,0.451,7.0,1.4,-1.3,-0.3,8.6,0.8,0.275,-1.0,2.7,0.2,12.8,2.3,11.1,5.7,0.543,22.2,0.2,1.0,0.046,,,/players/r/reddica01.html
620,643,Cam Reddish,SF,22,ATL,34,7,23.4,4.1,10.1,0.402,1.7,4.5,0.379,2.4,5.6,0.421,0.487,2.1,2.4,0.9,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9,0.446,6.9,1.2,-1.5,-0.7,8.7,0.5,0.233,-0.8,2.8,0.1,12.8,2.2,10.4,5.8,0.537,23.2,0.1,0.6,0.034,,,/players/r/reddica01.html
621,644,Cam Reddish,SF,22,NYK,15,0,14.3,1.8,4.3,0.415,0.5,2.1,0.258,1.3,2.3,0.559,0.477,1.9,2.1,0.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1,0.477,7.1,1.8,-0.8,1.2,8.2,0.3,0.492,-2.0,2.5,0.1,12.9,2.8,14.1,5.3,0.575,18.8,0.1,0.4,0.092,,,/players/r/reddica01.html
622,645,Davon Reed,SG,26,DEN,48,5,13.9,1.7,3.4,0.503,0.8,1.8,0.43,0.9,1.6,0.587,0.618,0.2,0.3,0.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4,0.534,10.7,1.2,-0.3,0.3,15.2,0.7,0.093,-0.6,2.4,0.9,12.2,1.8,8.7,9.0,0.624,12.1,0.3,1.6,0.117,,,/players/r/reedda01.html
623,646,Paul Reed,C,22,PHI,38,2,7.9,1.4,2.5,0.563,0.1,0.2,0.25,1.4,2.3,0.591,0.573,0.2,0.4,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,0.083,8.3,4.2,2.1,2.9,17.4,0.7,0.146,-0.8,16.6,0.6,21.4,5.5,8.9,17.0,0.568,16.7,0.3,1.3,0.212,,,/players/r/reedpa01.html
624,647,Naz Reid,C,22,MIN,77,6,15.8,3.0,6.2,0.489,0.7,2.2,0.343,2.3,4.0,0.568,0.549,1.5,1.9,0.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,0.349,8.7,5.6,0.0,0.5,18.0,1.6,0.313,-0.5,8.8,1.5,17.2,1.6,13.2,13.3,0.588,21.4,0.6,3.2,0.125,"$12,950,400",MIN,/players/r/reidna01.html
