,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear
604,Kristaps Porziņģis,PF,26,WAS,17,17,28.2,7.2,15.2,0.475,1.7,4.6,0.367,5.5,10.6,0.522,0.531,5.9,6.8,0.871,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9,22.1,0.305,17.9,4.4,5.7,0.2,25.5,0.6,0.448,5.4,8.9,1.6,27.7,1.2,8.3,17.3,0.606,31.4,0.9,2.2,0.22,"$36,016,200",BOS,"$31,650,600",$36016200,2022,2021,2023
605,Micah Potter,C,23,DET,3,0,10.3,1.7,3.7,0.455,0.0,0.7,0.0,1.7,3.0,0.556,0.455,0.7,0.7,1.0,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0,0.182,0.0,2.9,-7.1,-3.0,18.4,0.0,0.182,-4.0,13.3,0.0,13.6,1.6,7.8,15.7,0.505,17.8,0.0,0.0,0.073,,,,,2022,2021,2023
606,Dwight Powell,C,30,DAL,82,71,21.9,3.3,4.9,0.671,0.2,0.5,0.351,3.1,4.4,0.703,0.687,2.0,2.6,0.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7,0.092,8.1,2.0,0.9,0.5,14.3,2.2,0.529,0.4,10.7,6.0,18.1,1.0,11.5,12.5,0.725,14.0,1.3,8.2,0.219,,,"$11,000,000",$4000000,2022,2021,2023
607,Myles Powell,PG,24,PHI,11,0,4.7,0.5,1.5,0.294,0.1,0.5,0.167,0.4,1.0,0.364,0.324,0.2,0.2,1.0,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2,0.353,8.0,0.0,-12.7,-2.2,10.6,0.0,0.118,-10.5,2.2,-0.2,0.2,1.0,14.4,6.4,0.364,18.0,-0.1,-0.1,-0.109,,,,,2022,2021,2023
608,Norman Powell,SF-SG,28,TOT,45,41,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,0.549,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19.0,0.418,10.8,1.4,-0.3,-1.5,9.7,0.4,0.385,1.2,1.5,2.4,16.3,1.4,8.9,5.4,0.603,23.1,0.6,2.8,0.093,"$18,000,000",LAC,"$15,517,242",$18000000,2022,2021,2023
609,Norman Powell,SF,28,POR,40,39,33.3,6.2,13.6,0.456,2.3,5.7,0.406,3.9,7.8,0.492,0.542,4.0,5.0,0.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7,0.423,10.0,1.3,-1.0,-1.6,9.8,0.3,0.365,0.6,1.4,1.8,15.3,1.5,9.0,5.4,0.593,22.5,0.3,2.1,0.076,"$18,000,000",LAC,"$15,517,242",$18000000,2022,2021,2023
610,Norman Powell,SG,28,LAC,5,2,25.0,6.4,12.6,0.508,2.6,4.8,0.542,3.8,7.8,0.487,0.611,6.0,7.0,0.857,0.6,2.2,2.8,2.8,0.4,0.8,1.4,2.8,21.4,0.381,19.5,2.7,7.7,-0.1,9.1,0.1,0.556,7.8,2.6,0.6,27.1,0.8,8.2,5.9,0.682,30.0,0.3,0.7,0.272,"$18,000,000",LAC,"$15,517,242",$18000000,2022,2021,2023
611,Joshua Primo,SF,19,SAS,50,16,19.3,2.0,5.4,0.374,0.8,2.7,0.307,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8,0.507,10.6,2.0,-5.0,-1.1,8.9,0.6,0.219,-3.8,3.5,-0.6,7.1,1.0,16.1,6.1,0.487,15.4,-0.7,0.0,0.001,"$4,341,600",SAS,"$3,946,800",$4341600,2022,2021,2023
612,Taurean Prince,PF,27,MIN,69,8,17.1,2.6,5.7,0.454,1.2,3.3,0.376,1.3,2.3,0.565,0.564,0.9,1.2,0.756,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7,7.3,0.587,8.1,1.9,-0.9,0.0,13.8,1.2,0.21,-1.0,2.3,1.0,12.4,1.9,11.1,7.9,0.589,17.0,0.3,2.2,0.09,,,"$15,057,692",$4516000,2022,2021,2023
613,Payton Pritchard,PG,24,BOS,71,2,14.1,2.3,5.3,0.429,1.4,3.5,0.412,0.8,1.8,0.461,0.564,0.3,0.3,1.0,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9,6.2,0.657,20.4,0.5,1.8,0.1,10.8,1.2,0.056,1.7,3.5,1.8,15.0,1.2,9.7,7.2,0.578,18.6,1.0,3.1,0.148,"$4,037,277",BOS,"$2,137,440",$4037277,2022,2021,2023
614,Trevelin Queen,SG,24,HOU,10,0,7.4,1.5,3.3,0.455,0.9,2.4,0.375,0.6,0.9,0.667,0.591,0.4,0.4,1.0,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3,0.727,8.8,1.2,1.9,-0.8,13.4,0.1,0.121,2.7,10.3,0.1,18.2,3.2,16.8,11.9,0.619,23.9,0.1,0.1,0.08,,,,,2022,2021,2023
615,Neemias Queta,C,22,SAC,15,0,8.0,1.1,2.5,0.447,0.0,0.0,,1.1,2.5,0.447,0.447,0.7,1.1,0.647,0.9,1.1,2.1,0.4,0.1,0.5,0.4,1.2,3.0,0.0,7.2,5.8,-5.1,-1.0,15.6,0.1,0.447,-4.1,12.6,0.0,12.7,0.4,11.7,14.1,0.495,18.4,-0.1,0.1,0.051,,,,,2022,2021,2023
616,Immanuel Quickley,PG,22,NYK,78,3,23.1,3.6,9.3,0.392,1.8,5.1,0.346,1.9,4.2,0.448,0.487,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,0.547,24.5,0.2,0.2,0.0,13.1,1.8,0.278,0.2,1.8,2.5,14.6,1.5,10.9,7.4,0.543,22.2,1.0,4.2,0.113,"$4,171,548",NYK,"$2,210,640",$4171548,2022,2021,2023
617,Jahmi'us Ramsey,SG,20,SAC,19,0,7.1,1.3,3.1,0.414,0.3,0.9,0.278,1.0,2.1,0.475,0.457,0.4,0.7,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,0.31,7.9,0.6,-6.9,-3.4,7.4,0.0,0.241,-3.5,3.2,-0.1,7.9,0.4,7.2,5.3,0.468,22.2,-0.2,-0.1,-0.047,,,"$1,517,981",,2022,2021,2023
618,Julius Randle,PF,27,NYK,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,0.313,25.1,1.5,0.5,0.2,25.5,3.4,0.322,0.4,5.2,-0.3,15.7,1.0,14.7,15.1,0.509,28.7,1.6,3.1,0.059,"$25,660,800",NYK,"$19,800,000",$28226880,2022,2021,2023
619,Austin Reaves,SG,23,LAL,61,19,23.2,2.4,5.2,0.459,0.9,2.7,0.317,1.5,2.5,0.616,0.542,1.6,1.9,0.839,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4,7.3,0.525,10.3,1.3,-1.9,-0.6,11.2,0.8,0.371,-1.3,3.4,2.1,11.5,1.0,9.8,7.3,0.6,12.4,0.0,2.9,0.097,,,"$925,258",$12015150,2022,2021,2023
620,Cam Reddish,SF,22,TOT,49,7,20.7,3.4,8.3,0.404,1.3,3.8,0.359,2.0,4.6,0.442,0.485,2.1,2.3,0.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1,0.451,7.0,1.4,-1.3,-0.3,8.6,0.8,0.275,-1.0,2.7,0.2,12.8,2.3,11.1,5.7,0.543,22.2,0.2,1.0,0.046,,,"$4,670,160",$2165000,2022,2021,2023
621,Cam Reddish,SF,22,ATL,34,7,23.4,4.1,10.1,0.402,1.7,4.5,0.379,2.4,5.6,0.421,0.487,2.1,2.4,0.9,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9,0.446,6.9,1.2,-1.5,-0.7,8.7,0.5,0.233,-0.8,2.8,0.1,12.8,2.2,10.4,5.8,0.537,23.2,0.1,0.6,0.034,,,"$4,670,160",$2165000,2022,2021,2023
622,Cam Reddish,SF,22,NYK,15,0,14.3,1.8,4.3,0.415,0.5,2.1,0.258,1.3,2.3,0.559,0.477,1.9,2.1,0.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1,0.477,7.1,1.8,-0.8,1.2,8.2,0.3,0.492,-2.0,2.5,0.1,12.9,2.8,14.1,5.3,0.575,18.8,0.1,0.4,0.092,,,"$4,670,160",$2165000,2022,2021,2023
623,Davon Reed,SG,26,DEN,48,5,13.9,1.7,3.4,0.503,0.8,1.8,0.43,0.9,1.6,0.587,0.618,0.2,0.3,0.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4,0.534,10.7,1.2,-0.3,0.3,15.2,0.7,0.093,-0.6,2.4,0.9,12.2,1.8,8.7,9.0,0.624,12.1,0.3,1.6,0.117,,,,,2022,2021,2023
624,Paul Reed,C,22,PHI,38,2,7.9,1.4,2.5,0.563,0.1,0.2,0.25,1.4,2.3,0.591,0.573,0.2,0.4,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,0.083,8.3,4.2,2.1,2.9,17.4,0.7,0.146,-0.8,16.6,0.6,21.4,5.5,8.9,17.0,0.568,16.7,0.3,1.3,0.212,,,"$1,517,981",$7723000,2022,2021,2023
625,Naz Reid,C,22,MIN,77,6,15.8,3.0,6.2,0.489,0.7,2.2,0.343,2.3,4.0,0.568,0.549,1.5,1.9,0.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,0.349,8.7,5.6,0.0,0.5,18.0,1.6,0.313,-0.5,8.8,1.5,17.2,1.6,13.2,13.3,0.588,21.4,0.6,3.2,0.125,"$12,950,400",MIN,"$1,782,621",$12950400,2022,2021,2023
626,Nick Richards,C,24,CHO,50,5,7.3,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.6,0.9,0.698,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0,3.0,0.0,4.9,5.4,-2.8,-0.2,15.2,0.3,0.478,-2.6,9.7,0.6,15.9,1.2,18.1,12.4,0.689,15.4,-0.1,1.0,0.125,,,"$1,517,981",$5000000,2022,2021,2023
627,Josh Richardson,SG,28,TOT,65,7,24.6,3.6,8.2,0.438,1.6,3.8,0.415,2.0,4.4,0.458,0.534,1.5,1.7,0.889,0.6,2.2,2.8,1.8,0.9,0.4,1.0,1.8,10.2,0.461,10.1,1.6,0.1,0.7,9.4,2.0,0.202,-0.6,2.8,1.6,12.8,1.7,10.2,6.2,0.573,17.6,0.9,3.5,0.106,,,"$11,615,328",$2891467,2022,2021,2023
628,Josh Richardson,SG,28,BOS,44,0,24.7,3.5,7.8,0.443,1.4,3.5,0.397,2.0,4.3,0.481,0.534,1.4,1.6,0.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7,0.455,8.7,1.9,0.3,1.2,9.6,1.5,0.207,-1.0,2.7,1.0,12.2,1.6,9.4,6.2,0.57,16.7,0.6,2.6,0.113,,,"$11,615,328",$2891467,2022,2021,2023
629,Josh Richardson,SG,28,SAS,21,7,24.4,3.9,9.1,0.429,1.9,4.3,0.444,2.0,4.8,0.416,0.534,1.7,1.8,0.946,0.8,2.1,2.9,2.3,1.0,0.3,1.3,1.6,11.4,0.471,13.0,1.0,-0.2,-0.3,9.1,0.4,0.194,0.1,3.2,0.5,14.0,2.1,11.5,6.1,0.577,19.3,0.2,1.0,0.091,,,"$11,615,328",$2891467,2022,2021,2023
630,Austin Rivers,SG,29,DEN,67,18,22.1,2.2,5.2,0.417,1.2,3.4,0.342,1.0,1.8,0.563,0.53,0.5,0.7,0.727,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,6.0,0.66,8.0,0.4,-3.8,-0.3,6.9,1.1,0.126,-3.5,1.5,0.1,7.2,1.7,12.8,4.3,0.546,12.6,-0.7,1.2,0.037,,,"$2,401,537",,2022,2021,2023
631,Duncan Robinson,SG,27,MIA,79,68,25.9,3.7,9.2,0.399,2.9,7.9,0.372,0.7,1.3,0.569,0.559,0.6,0.8,0.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9,0.86,9.3,0.7,-0.6,-0.3,9.8,2.0,0.084,-0.3,1.4,1.9,10.6,1.0,7.4,5.6,0.573,17.7,0.7,3.9,0.092,"$18,154,000",MIA,"$15,560,000",$18154000,2022,2021,2023
632,Justin Robinson,PG,24,TOT,25,0,12.2,1.1,3.7,0.301,0.7,2.4,0.295,0.4,1.3,0.313,0.398,0.2,0.3,0.5,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1,0.656,14.0,0.3,-7.6,-1.3,6.0,0.2,0.086,-6.4,1.4,-0.5,3.6,1.4,15.0,3.7,0.404,16.0,-0.4,-0.3,-0.055,,,,,2022,2021,2023
633,Justin Robinson,PG,24,MIL,17,0,11.6,1.1,3.4,0.316,0.6,2.2,0.27,0.5,1.2,0.4,0.404,0.1,0.1,1.0,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8,0.649,13.7,0.0,-6.6,-0.3,5.8,0.1,0.035,-6.3,1.1,-0.3,4.3,1.9,16.0,3.5,0.415,14.8,-0.2,-0.1,-0.03,,,,,2022,2021,2023
634,Justin Robinson,PG,24,SAC,3,0,5.0,0.3,2.7,0.125,0.0,1.0,0.0,0.3,1.7,0.2,0.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7,0.375,17.3,0.0,-26.2,-7.7,7.3,0.0,0.0,-18.5,0.0,-0.1,-13.5,0.0,11.1,3.6,0.125,25.8,-0.1,-0.1,-0.459,,,,,2022,2021,2023
635,Justin Robinson,PG,24,DET,5,0,18.2,1.8,5.6,0.321,1.6,4.2,0.381,0.2,1.4,0.143,0.464,0.4,1.2,0.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6,0.75,14.3,1.0,-6.9,-2.3,6.3,0.0,0.214,-4.7,2.3,-0.1,4.9,0.5,14.0,4.2,0.457,16.8,-0.1,-0.1,-0.041,,,,,2022,2021,2023
636,Mitchell Robinson,C,23,NYK,72,62,25.7,3.6,4.8,0.761,0.0,0.0,,3.6,4.8,0.761,0.761,1.2,2.5,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,0.0,3.2,7.1,2.2,1.2,19.1,3.2,0.528,1.0,16.8,5.3,20.7,1.6,12.4,17.9,0.722,11.4,2.0,8.5,0.221,"$15,681,818",NYK,"$1,802,057",$15681818,2022,2021,2023
637,Jeremiah Robinson-Earl,C,21,OKC,49,36,22.2,2.7,6.6,0.414,1.2,3.4,0.352,1.6,3.2,0.478,0.503,0.8,1.1,0.741,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,0.509,6.7,1.3,-2.2,-0.4,19.1,1.0,0.167,-1.9,7.0,0.4,11.7,1.3,10.1,13.0,0.526,15.4,-0.1,1.5,0.065,"$1,900,000",OKC,"$2,000,000",$1900000,2022,2021,2023
638,Isaiah Roby,PF,23,OKC,45,28,21.1,3.7,7.2,0.514,1.0,2.2,0.444,2.7,5.0,0.545,0.582,1.7,2.6,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1,0.307,12.1,3.3,0.6,0.2,15.6,1.1,0.359,0.4,8.0,1.8,18.3,1.8,10.3,11.8,0.607,19.0,0.6,2.9,0.147,,,"$1,782,621",$2066585,2022,2021,2023
639,Rajon Rondo,PG,35,TOT,39,1,17.9,1.7,4.5,0.386,0.8,2.3,0.352,0.9,2.3,0.42,0.474,0.5,0.7,0.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,0.5,33.1,0.8,-1.7,0.7,14.4,0.8,0.148,-2.4,2.4,-0.1,10.9,2.1,26.6,8.5,0.496,16.0,0.1,0.7,0.048,,,"$2,641,691",,2022,2021,2023
640,Rajon Rondo,PG,35,LAL,18,0,16.1,1.3,3.9,0.324,0.4,1.7,0.267,0.8,2.3,0.366,0.38,0.1,0.1,0.5,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1,0.423,29.9,1.5,-4.5,0.3,14.5,0.3,0.028,-4.8,3.7,-0.6,6.5,2.0,32.1,9.1,0.383,15.7,-0.2,-0.3,-0.053,,,"$2,641,691",,2022,2021,2023
641,Rajon Rondo,PG,35,CLE,21,1,19.5,2.1,5.0,0.429,1.1,2.8,0.397,1.0,2.2,0.468,0.538,0.9,1.1,0.75,0.2,2.6,2.8,4.9,0.9,0.0,1.6,1.5,6.2,0.552,35.3,0.2,0.3,1.0,14.3,0.5,0.229,-0.7,1.4,0.5,13.9,2.2,22.7,8.0,0.567,16.2,0.2,1.0,0.119,,,"$2,641,691",,2022,2021,2023
642,Derrick Rose,PG,33,NYK,26,4,24.5,4.7,10.5,0.445,1.4,3.5,0.402,3.3,7.0,0.467,0.513,1.2,1.2,0.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0,0.336,27.5,1.9,2.3,0.0,9.8,0.7,0.113,2.3,3.5,0.8,16.9,1.7,11.9,6.6,0.541,22.5,0.7,1.4,0.108,,,"$13,445,120",$3196448,2022,2021,2023
643,Terrence Ross,SG,30,ORL,63,0,23.0,3.5,8.8,0.397,1.2,4.2,0.292,2.3,4.6,0.493,0.467,1.8,2.1,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10.0,0.477,12.5,0.8,-3.7,-1.1,10.3,0.9,0.235,-2.5,1.5,-0.5,10.0,0.9,10.9,5.9,0.515,20.5,-0.6,0.3,0.011,,,"$12,500,000",,2022,2021,2023
644,Terry Rozier,SG,27,CHO,73,73,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,0.508,19.7,1.0,1.7,-0.7,11.3,1.6,0.151,2.4,2.4,4.3,17.6,1.8,7.2,6.8,0.566,23.2,2.3,5.9,0.115,"$23,205,221",CHO,"$17,905,263",$23205221,2022,2021,2023
645,Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7.0,0.38,0.434,2.6,3.0,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,0.423,34.6,0.6,0.2,1.2,14.1,1.4,0.251,-1.0,1.7,-0.1,14.0,2.5,16.5,8.0,0.488,24.9,0.5,1.3,0.064,"$6,146,342",CLE,"$17,809,524",$6146342,2022,2021,2023
646,D'Angelo Russell,PG,25,MIN,65,65,32.0,6.2,15.0,0.411,2.7,8.0,0.34,3.5,7.0,0.492,0.502,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,0.531,33.1,1.0,0.8,-1.5,10.1,1.5,0.246,2.2,1.3,2.9,16.3,1.4,13.2,5.6,0.544,25.1,1.4,4.4,0.101,,,"$30,013,500",$17307693,2022,2021,2023
647,Matt Ryan,SF,24,BOS,1,0,5.0,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,-13.7,-3.8,0.0,0.0,0.0,-9.9,0.0,0.0,3.5,9.9,0.0,0.0,0.3,44.0,0.0,0.0,-0.25,,,,,2022,2021,2023
648,Domantas Sabonis,PF,25,TOT,62,61,34.5,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,0.162,23.6,1.1,4.1,0.9,29.0,1.8,0.429,3.2,10.3,5.3,21.9,1.3,17.5,19.5,0.637,22.3,3.2,7.1,0.159,"$22,000,000",SAC,"$18,562,500",$30600000,2022,2021,2023
649,Domantas Sabonis,PF,25,IND,47,46,34.7,7.0,12.1,0.58,0.7,2.3,0.324,6.3,9.9,0.639,0.61,4.1,5.5,0.74,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9,0.189,22.2,1.2,4.6,1.0,28.6,1.3,0.452,3.6,10.4,4.4,22.2,1.4,17.3,19.4,0.649,21.7,2.7,5.7,0.168,"$22,000,000",SAC,"$18,562,500",$30600000,2022,2021,2023
650,Domantas Sabonis,PF,25,SAC,15,15,33.6,7.5,13.5,0.554,0.3,1.1,0.235,7.2,12.3,0.584,0.564,3.7,4.9,0.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9,0.084,28.0,0.9,2.3,0.5,30.3,0.5,0.366,1.8,9.8,0.9,21.0,1.2,18.1,20.0,0.603,24.4,0.5,1.4,0.132,"$22,000,000",SAC,"$18,562,500",$30600000,2022,2021,2023
651,Olivier Sarr,C,22,OKC,22,2,19.1,2.6,4.6,0.574,0.6,1.3,0.448,2.0,3.3,0.625,0.639,1.1,1.3,0.828,1.5,2.7,4.2,0.9,0.3,0.7,1.0,2.4,7.0,0.287,6.9,3.3,-4.0,-1.3,14.6,0.3,0.287,-2.7,8.2,0.7,14.0,0.7,16.2,11.4,0.672,13.9,-0.2,1.0,0.116,,,,,2022,2021,2023
652,Tomáš Satoranský,SG-PG-SF,30,TOT,55,13,16.5,1.3,3.5,0.377,0.2,1.0,0.208,1.1,2.5,0.442,0.406,0.8,1.0,0.796,0.5,1.8,2.3,3.3,0.5,0.1,0.8,1.3,3.6,0.277,27.0,0.5,-3.7,-0.3,12.1,0.6,0.283,-3.3,3.3,0.5,10.2,1.6,17.6,7.7,0.461,12.6,-0.4,1.0,0.056,,,"$468,119",,2022,2021,2023
653,Tomáš Satoranský,SG,30,NOP,32,3,15.0,1.0,3.3,0.299,0.2,1.0,0.161,0.8,2.4,0.355,0.322,0.6,0.8,0.76,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8,0.29,20.6,0.2,-5.6,-0.5,10.8,0.3,0.234,-5.1,4.1,-0.3,6.5,1.4,16.3,7.4,0.373,12.6,-0.4,0.0,-0.003,,,"$468,119",,2022,2021,2023
654,Tomáš Satoranský,SF,30,SAS,1,0,9.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,-1.3,-2.1,11.7,0.0,,0.8,0.0,0.0,12.8,0.0,0.0,5.8,0.852,8.3,0.0,0.0,0.2,,,"$468,119",,2022,2021,2023
655,Tomáš Satoranský,PG,30,WAS,22,10,18.9,1.8,3.8,0.476,0.3,1.0,0.273,1.5,2.8,0.548,0.512,1.0,1.1,0.84,0.4,2.4,2.8,4.9,0.7,0.2,1.0,1.7,4.9,0.262,35.0,0.8,-1.5,0.0,13.6,0.3,0.298,-1.4,2.4,0.7,14.4,1.8,19.5,8.1,0.563,12.6,0.1,1.0,0.12,,,"$468,119",,2022,2021,2023
656,Jordan Schakel,SG,23,WAS,4,0,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0.0,1.3,0.0,0.136,0.5,0.5,1.0,0.5,1.5,2.0,0.0,0.3,0.0,0.3,0.0,1.3,0.545,0.0,0.0,-13.0,-4.3,21.8,0.0,0.182,-8.6,7.5,-0.2,-1.2,1.6,7.8,14.8,0.21,19.1,-0.1,-0.1,-0.204,,,,,2022,2021,2023
657,Admiral Schofield,SF,24,ORL,38,1,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.7,1.3,0.56,0.519,0.3,0.4,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,0.612,7.9,1.0,-5.4,-1.2,16.3,0.3,0.116,-4.2,3.8,-0.1,7.5,0.4,13.4,10.0,0.538,14.5,-0.4,0.3,0.027,"$1,997,238",ORL,,,2022,2021,2023
658,Dennis Schröder,PG,28,TOT,64,29,28.7,4.9,11.3,0.431,1.3,3.9,0.344,3.5,7.4,0.477,0.49,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,0.345,24.2,0.4,-1.9,-0.4,10.5,1.9,0.254,-1.5,2.0,1.0,13.0,1.4,15.1,6.3,0.539,22.6,0.0,2.9,0.076,,,"$5,890,000",$12405000,2022,2021,2023
659,Dennis Schröder,PG,28,BOS,49,25,29.2,5.2,11.9,0.44,1.4,3.9,0.349,3.9,8.0,0.485,0.497,2.5,3.0,0.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4,0.329,22.0,0.3,-1.2,0.0,10.0,1.8,0.248,-1.2,2.2,1.0,13.5,1.4,13.8,6.2,0.543,23.1,0.3,2.8,0.092,,,"$5,890,000",$12405000,2022,2021,2023
660,Dennis Schröder,PG,28,HOU,15,4,26.9,3.7,9.3,0.393,1.3,3.9,0.328,2.4,5.5,0.439,0.461,2.3,2.6,0.872,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,10.9,0.414,32.0,0.7,-4.4,-1.9,12.0,0.1,0.279,-2.5,1.6,0.1,11.5,1.4,19.9,6.8,0.519,20.6,-0.2,0.2,0.02,,,"$5,890,000",$12405000,2022,2021,2023
661,Tre Scott,SF,25,CLE,2,0,5.5,1.5,3.0,0.5,0.0,0.5,0.0,1.5,2.5,0.6,0.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0,0.167,0.0,8.1,-3.0,1.8,9.8,0.0,0.0,-4.8,10.3,0.0,20.4,4.5,0.0,10.1,0.5,24.1,0.0,0.0,0.138,,,,,2022,2021,2023
662,Jay Scrubb,SG,21,LAC,18,0,6.7,1.0,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,0.457,9.7,2.1,-4.8,-0.4,11.9,0.1,0.217,-4.4,1.8,-0.1,9.3,1.6,12.2,7.0,0.486,20.8,-0.1,0.0,0.002,,,,,2022,2021,2023
663,Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,0.25,0.3,0.7,0.5,0.0,0.7,0.0,0.375,0.7,1.3,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7,0.5,7.2,0.0,-5.9,-1.6,5.8,0.0,1.0,-4.3,0.0,0.0,4.3,0.0,0.0,2.8,0.434,13.3,0.0,0.0,0.016,,,"$785,102",,2022,2021,2023
664,Alperen Şengün,C,19,HOU,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,0.223,19.1,4.1,-1.0,0.6,18.9,1.3,0.442,-1.6,10.1,0.8,16.0,1.9,18.8,14.5,0.552,22.0,0.4,2.1,0.068,"$3,536,280",HOU,"$3,214,680",$3536280,2022,2021,2023
665,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,0.298,11.9,0.0,-4.1,-0.7,7.9,0.3,0.258,-3.5,4.6,-0.4,11.2,1.6,15.6,6.3,0.523,27.9,-0.2,-0.1,-0.009,"$17,325,000",UTA,"$6,349,671",$17325000,2022,2021,2023
