,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear,SalClean,SalNorm,PrevSalClean,NextSalClean,PrevSalNorm,NextSalNorm
392,Nikola Jokić,C,26,DEN,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,0.22,42.6,2.3,13.7,4.5,35.5,4.5,0.357,9.2,9.6,10.8,32.8,2.2,15.6,23.0,0.661,31.9,9.8,15.2,0.296,"$46,900,000",DEN,"$30,510,423",$47607350,2022,2021,2022,,,30.510423,47.60735,36.91762811467433,52.368277500707606
393,Carlik Jones,PG,24,TOT,5,0,4.6,0.2,1.8,0.111,0.0,0.2,0.0,0.2,1.6,0.125,0.111,0.4,0.4,1.0,0.2,0.4,0.6,1.0,0.2,0.0,0.6,0.0,0.8,0.111,26.7,0.0,-15.5,-4.2,9.7,0.0,0.222,-11.3,4.8,-0.2,-1.8,2.2,23.3,7.3,0.202,25.1,-0.1,-0.1,-0.285,"$1,927,896",CHI,,$1927896,2022,2021,2022,,,0.0,1.927896,0.0,2.1206933954631837
394,Carlik Jones,PG,24,DAL,3,0,6.3,0.0,2.3,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,0.7,0.7,1.0,0.3,0.7,1.0,1.7,0.3,0.0,1.0,0.0,0.7,0.143,32.3,0.0,-17.3,-4.3,11.7,0.0,0.286,-13.0,5.8,-0.2,-4.0,2.6,27.6,8.8,0.127,25.8,-0.1,-0.1,-0.338,"$1,927,896",CHI,,$1927896,2022,2021,2022,,,0.0,1.927896,0.0,2.1206933954631837
395,Carlik Jones,PG,24,DEN,2,0,2.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.7,-3.7,0.0,0.0,0.0,-3.0,0.0,0.0,8.9,0.0,0.0,0.0,0.5,21.9,0.0,0.0,-0.03,"$1,927,896",CHI,,$1927896,2022,2021,2022,,,0.0,1.927896,0.0,2.1206933954631837
396,Damian Jones,C,26,SAC,56,15,18.2,3.1,4.8,0.658,0.2,0.5,0.345,2.9,4.2,0.696,0.677,1.7,2.3,0.718,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3,8.1,0.109,10.2,4.0,0.3,0.5,18.5,0.9,0.492,-0.2,7.9,2.4,18.3,1.2,15.4,13.2,0.701,16.2,0.6,3.3,0.156,"$2,586,665",CLE,"$1,977,011",$2586665,2022,2021,2022,,,1.977011,2.586665,2.392184365212518,2.8453419592010025
397,Derrick Jones Jr.,PF,24,CHI,51,8,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.7,2.6,0.634,0.59,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6,0.313,4.4,3.2,-0.9,0.5,13.6,0.8,0.359,-1.5,7.6,1.4,13.0,1.4,11.7,10.6,0.633,12.5,0.2,2.2,0.119,"$3,360,000",CHI,"$9,720,900",$3360000,2022,2021,2022,,,9.7209,3.36,11.762294188446278,3.6960135861873753
400,Kai Jones,C,21,CHO,21,0,3.0,0.4,0.7,0.643,0.0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0.0,0.1,0.3,0.4,1.0,0.143,8.6,3.0,-6.6,-1.4,13.7,0.0,0.571,-5.2,5.0,0.0,9.2,0.8,25.5,9.2,0.628,15.9,-0.1,0.0,0.009,"$3,047,880",CHO,"$2,770,560",$3047880,2022,2021,2022,,,2.77056,3.04788,3.3523790787624312,3.352680324127613
403,Tyus Jones,PG,25,MEM,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,0.371,28.2,0.1,1.7,0.5,11.0,1.6,0.12,1.2,1.1,3.4,16.5,2.0,7.3,5.9,0.544,16.6,1.4,5.1,0.158,"$14,000,000",WAS,"$7,522,200",$14000000,2022,2021,2022,,,7.5222,14.0,9.101866014909174,15.400056609114067
412,Luke Kennard,SG,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,0.662,11.2,0.3,0.5,-0.3,11.2,1.7,0.121,0.8,1.1,2.8,13.3,1.1,8.2,6.3,0.619,16.8,1.2,4.5,0.113,"$15,418,363",MEM,"$12,727,273",$14763636,2022,2021,2022,,,12.727273,14.763636,15.400007123071857,16.240059296882453
418,Corey Kispert,SF,22,WAS,77,36,23.4,3.0,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,0.623,6.7,1.0,-2.3,-1.5,9.4,0.7,0.121,-0.8,3.3,1.6,10.9,1.0,8.5,6.4,0.586,14.6,-0.1,2.3,0.061,"$3,722,040",WAS,"$3,383,640",$3722040,2022,2021,2022,,,3.38364,3.72204,4.094206205988578,4.094259050099065
419,Maxi Kleber,PF,30,DAL,59,21,24.6,2.4,6.0,0.398,1.4,4.3,0.325,1.0,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,0.72,6.5,3.6,-0.4,1.2,21.5,2.3,0.184,-1.6,5.4,0.7,11.0,1.0,10.9,13.4,0.537,13.3,0.6,3.0,0.098,"$11,000,000",DAL,"$8,750,000",$11000000,2022,2021,2022,,,8.75,11.0,10.587504670236802,12.100044478589622
422,Kevin Knox,SF,22,TOT,30,0,7.4,1.0,2.8,0.365,0.5,1.8,0.278,0.5,1.0,0.516,0.453,0.5,0.7,0.727,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6,3.1,0.635,6.5,0.8,-4.1,-2.2,14.8,0.2,0.259,-1.9,6.8,0.1,10.9,0.9,6.9,10.7,0.491,20.0,-0.1,0.2,0.047,"$3,000,000",POR,"$5,845,978",$3000000,2022,2021,2022,,,5.845978,3.0,7.073636500240183,3.300012130524443
423,Kevin Knox,SF,22,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6,0.7,4.2,0.9,-1.4,-1.9,13.8,0.1,0.25,0.5,7.6,0.0,11.6,0.9,10.1,10.7,0.529,19.5,0.0,0.1,0.062,"$3,000,000",POR,"$5,845,978",$3000000,2022,2021,2022,,,5.845978,3.0,7.073636500240183,3.300012130524443
424,Kevin Knox,SF,22,ATL,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,0.578,8.8,0.8,-6.9,-2.5,15.7,0.1,0.267,-4.4,5.9,0.0,10.1,0.9,3.8,10.8,0.457,20.6,-0.1,0.1,0.031,"$3,000,000",POR,"$5,845,978",$3000000,2022,2021,2022,,,5.845978,3.0,7.073636500240183,3.300012130524443
425,John Konchar,SG,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,0.481,10.6,1.5,1.5,1.3,20.1,1.8,0.187,0.2,6.9,2.4,14.0,1.7,9.3,13.3,0.615,9.9,1.2,4.2,0.155,"$2,400,000",MEM,"$2,197,674",$2400000,2022,2021,2022,,,2.197674,2.4,2.6591867129894853,2.640009704419554
426,Furkan Korkmaz,SG,24,PHI,67,19,21.1,2.7,7.0,0.387,1.1,4.0,0.289,1.6,3.0,0.515,0.469,1.0,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,0.566,13.1,0.6,-3.1,-1.1,11.9,1.1,0.179,-2.0,1.8,0.1,10.2,1.2,8.6,6.9,0.502,17.6,-0.4,1.2,0.041,"$5,370,370",PHI,"$4,629,630",$5370370,2022,2021,2022,,,4.62963,5.37037,5.601854771024961,5.90742871513485
427,Luke Kornet,C,26,TOT,15,0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,0.185,12.4,2.6,-0.5,0.4,16.4,0.2,0.222,-0.9,14.0,0.2,16.6,1.4,0.0,15.2,0.506,12.7,0.0,0.4,0.194,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2022,,,0.606702,2.413304,0.7341097438219438,2.6546441582143867
428,Luke Kornet,C,26,CLE,2,0,7.5,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.5,0.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0,0.2,8.8,5.9,-9.9,-3.2,7.2,0.0,0.6,-6.7,15.1,0.0,8.7,0.0,0.0,11.1,0.316,18.6,0.0,0.0,0.008,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2022,,,0.606702,2.413304,0.7341097438219438,2.6546441582143867
429,Luke Kornet,C,26,MIL,1,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-24.7,-10.5,0.0,0.0,0.0,-14.2,36.1,0.0,-5.0,0.0,0.0,17.7,0.0,14.2,0.0,0.0,-0.154,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2022,,,0.606702,2.413304,0.7341097438219438,2.6546441582143867
430,Luke Kornet,C,26,BOS,12,0,7.1,1.0,1.8,0.571,0.0,0.3,0.0,1.0,1.4,0.706,0.571,0.2,0.3,0.667,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6,2.2,0.19,13.5,2.1,2.1,1.4,18.6,0.2,0.143,0.6,13.0,0.3,18.8,1.8,0.0,15.9,0.582,11.6,0.1,0.4,0.239,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2022,,,0.606702,2.413304,0.7341097438219438,2.6546441582143867
431,Vit Krejci,SG,21,OKC,30,8,23.0,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2,0.587,11.9,1.1,-5.3,-1.0,12.6,0.5,0.132,-4.3,2.6,0.1,8.5,1.3,14.1,7.5,0.529,12.9,-0.6,0.6,0.042,"$1,836,096",ATL,"$925,258",$1836096,2022,2021,2022,,,0.925258,1.836096,1.119562673848453,2.0197130242691355
433,Jonathan Kuminga,SF,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,0.324,8.4,1.8,-1.5,-0.2,16.1,1.8,0.413,-1.3,5.1,1.3,15.2,1.3,12.0,10.8,0.6,22.7,0.1,3.0,0.123,"$6,012,840",GSW,"$5,466,360",$6012840,2022,2021,2022,,,5.46636,6.01284,6.614298517622359,6.614148312967529
443,Zach LaVine,SG,26,CHI,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,0.401,20.8,0.9,2.4,-1.5,13.8,1.3,0.316,3.9,1.1,4.5,20.0,0.9,11.2,7.4,0.605,28.8,2.6,5.8,0.12,"$40,064,220",CHI,"$19,500,000",$40064220,2022,2021,2022,,,19.5,40.06422,23.595010407956302,44.070803999999995
451,Kira Lewis Jr.,PG,20,NOP,24,0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,0.397,21.7,0.3,-4.0,-1.2,10.0,0.2,0.082,-2.8,2.9,-0.3,9.8,1.6,14.7,6.3,0.466,22.3,-0.2,-0.1,-0.017,"$5,722,116",NOP,"$3,822,240",$5722116,2022,2021,2022,,,3.82224,5.722116,4.624912440087533,6.294350737422667
453,Damian Lillard,PG,31,POR,29,29,36.4,7.7,19.0,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,0.514,34.0,1.0,1.3,-2.7,11.6,0.1,0.328,4.0,1.3,1.7,18.5,0.8,11.6,6.2,0.55,29.3,0.9,1.7,0.079,"$45,640,084",POR,"$39,344,900",$45640084,2022,2021,2022,,,39.3449,45.640084,47.60735,50.20427694605151
454,Nassir Little,SF,21,POR,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8,0.489,7.4,3.3,-1.4,-0.6,18.7,0.6,0.298,-0.9,5.7,1.2,13.5,1.1,10.1,11.9,0.575,15.8,0.2,1.7,0.076,"$6,250,000",POR,"$2,316,240",$6250000,2022,2021,2022,,,2.31624,6.25,2.802651636273062,6.875025271925922
455,Isaiah Livers,SF,23,DET,19,5,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.7,1.4,0.538,0.606,0.6,0.7,0.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4,0.711,8.0,1.6,-1.5,-0.2,12.5,0.3,0.156,-1.3,4.0,0.4,11.1,1.7,13.5,8.0,0.629,12.4,0.0,0.7,0.085,"$1,836,096",DET,"$1,057,260",$1836096,2022,2021,2022,,,1.05726,1.836096,1.2792851643033785,2.0197130242691355
456,Kevon Looney,C,25,GSW,82,80,21.1,2.5,4.4,0.571,0.0,0.0,0.0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,0.003,13.2,2.9,0.9,1.7,23.8,3.2,0.343,-0.9,13.5,3.5,15.7,1.4,13.8,18.8,0.586,12.2,1.3,6.8,0.187,"$8,500,000",GSW,"$5,178,572",$7500000,2022,2021,2022,,,5.178572,7.5,6.266074884018003,8.250030326311107
459,Didi Louzada,SG-SF,22,TOT,9,1,14.3,1.3,3.7,0.364,1.0,2.6,0.391,0.3,1.1,0.3,0.5,0.2,0.2,1.0,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,0.697,5.3,1.5,-7.5,-3.4,10.6,0.0,0.061,-4.1,4.1,0.0,6.4,0.8,12.9,7.2,0.517,13.0,-0.2,0.0,-0.005,"$268,032",POR,"$1,786,878",$268032,2022,2021,2022,,,1.786878,0.268032,2.162123333730674,0.2948362837895758
460,Didi Louzada,SF,22,NOP,2,0,3.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,17.1,0.0,-12.5,-8.4,0.0,0.0,0.0,-4.1,31.0,0.0,-1.2,0.0,0.0,15.8,0.0,18.4,0.0,0.0,-0.238,"$268,032",POR,"$1,786,878",$268032,2022,2021,2022,,,1.786878,0.268032,2.162123333730674,0.2948362837895758
461,Didi Louzada,SG,22,POR,7,1,17.4,1.7,4.3,0.4,1.3,2.9,0.45,0.4,1.4,0.3,0.55,0.3,0.3,1.0,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9,5.0,0.667,4.7,1.6,-7.2,-3.1,11.2,0.0,0.067,-4.1,2.6,0.0,6.8,0.8,13.9,6.8,0.567,12.7,-0.2,0.0,0.008,"$268,032",POR,"$1,786,878",$268032,2022,2021,2022,,,1.786878,0.268032,2.162123333730674,0.2948362837895758
463,Kyle Lowry,PG,35,MIA,63,63,33.9,4.4,10.0,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,0.609,32.3,0.8,2.0,0.8,13.0,2.7,0.278,1.1,1.8,3.7,15.0,1.6,19.3,7.5,0.6,18.2,2.1,6.4,0.143,"$29,682,540",MIA,"$26,984,128",$29682540,2022,2021,2022,,,26.984128,29.68254,32.65080928254488,32.65091402159233
471,Terance Mann,SF,25,LAC,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6.0,0.535,0.539,1.6,2.0,0.78,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2,10.8,0.301,13.1,0.8,-0.6,0.2,14.3,2.4,0.238,-0.8,4.9,3.1,13.4,1.2,9.9,9.7,0.572,16.0,0.8,5.5,0.113,"$10,576,923",LAC,"$1,782,621",$10576923,2022,2021,2022,,,1.782621,10.576923,2.156972361458537,11.634658067874327
472,Tre Mann,PG,20,OKC,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,0.463,10.7,0.8,-4.4,-1.1,11.2,1.0,0.139,-3.3,1.9,-1.0,10.2,1.7,10.2,6.4,0.501,22.0,-0.8,0.1,0.002,"$3,191,400",OKC,"$2,901,240",$3191400,2022,2021,2022,,,2.90124,3.1914,3.510501948511751,3.510552904451902
474,Lauri Markkanen,SF,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,0.541,6.6,1.4,0.4,-0.1,16.5,2.3,0.226,0.4,3.5,2.7,14.7,1.2,6.5,10.2,0.582,19.5,1.1,5.0,0.127,"$17,259,999",UTA,"$15,690,909",$17259999,2022,2021,2022,,,15.690909,17.259999,18.986008264886934,18.986068690946585
475,Naji Marshall,SF,24,NOP,55,4,13.4,2.0,4.9,0.405,0.4,1.9,0.2,1.6,3.0,0.537,0.444,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,0.39,12.3,1.0,-3.2,-0.5,16.0,0.7,0.346,-2.7,5.6,0.0,12.3,2.2,12.9,10.7,0.505,20.8,-0.2,0.8,0.05,"$1,930,681",NOP,"$1,517,981",$1930681,2022,2021,2022,,,1.517981,1.930681,1.8367578202092265,2.123756906724354
476,Caleb Martin,SF,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,0.378,7.0,2.3,1.1,0.9,13.0,2.1,0.227,0.1,5.9,1.9,14.8,2.1,10.3,9.5,0.611,16.3,1.1,4.0,0.139,"$6,802,950",MIA,"$527,614",$6802950,2022,2021,2022,,,0.527614,6.80295,0.638413221609408,7.483272507783753
477,Cody Martin,SF,26,CHO,71,11,26.3,2.9,6.0,0.482,0.9,2.2,0.384,2.0,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6,7.7,0.376,12.4,1.6,-0.5,0.7,11.7,1.5,0.253,-1.2,4.6,2.4,12.7,2.3,11.5,8.1,0.579,12.1,0.7,3.9,0.101,"$7,560,000",CHO,"$1,782,621",$7560000,2022,2021,2022,,,1.782621,7.56,2.156972361458537,8.316030568921596
481,Kenyon Martin Jr.,SF,21,HOU,79,2,21.0,3.5,6.6,0.533,0.8,2.1,0.357,2.8,4.5,0.617,0.591,1.0,1.6,0.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,0.321,9.4,2.2,-1.2,-1.2,14.5,0.6,0.235,0.0,5.3,2.3,14.3,1.0,9.4,9.9,0.603,16.3,0.4,2.9,0.084,"$1,930,681",LAC,"$1,517,981",$1930681,2022,2021,2022,,,1.517981,1.930681,1.8367578202092265,2.123756906724354
482,Garrison Mathews,SG,25,HOU,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,0.837,5.3,1.3,-2.3,-1.0,10.2,0.5,0.39,-1.3,2.0,2.2,11.0,1.6,7.1,6.1,0.602,14.4,-0.1,2.8,0.078,"$2,000,000",ATL,"$1,093,598",$2000000,2022,2021,2022,,,1.093598,2.0,1.3232541636984716,2.200008087016295
485,Tyrese Maxey,PG,21,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,0.311,19.1,1.1,0.6,-0.7,8.9,1.9,0.247,1.3,1.1,5.4,16.2,1.0,7.4,5.1,0.594,20.2,1.8,7.3,0.132,"$4,343,920",PHI,"$2,602,920",$4343920,2022,2021,2022,,,2.60292,4.34392,3.1495345892860316,4.778329564675912
487,Miles McBride,PG,21,NYK,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,0.63,15.9,0.3,-4.5,1.0,11.2,0.4,0.111,-5.5,1.1,-0.1,6.1,1.9,4.2,6.1,0.393,13.9,-0.2,0.2,0.032,"$1,836,096",NYK,"$925,258",$1836096,2022,2021,2022,,,0.925258,1.836096,1.119562673848453,2.0197130242691355
491,CJ McCollum,SG,30,TOT,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,0.403,26.1,1.0,1.9,-1.3,11.5,1.0,0.146,3.2,2.6,2.6,18.3,1.6,9.3,6.9,0.553,27.5,2.1,3.6,0.081,"$35,802,469",NOP,"$30,864,198",$35802469,2022,2021,2022,,,30.864198,35.802469,37.34569605349867,39.38286066757511
492,CJ McCollum,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,0.435,22.5,1.6,0.1,-1.7,10.7,0.3,0.102,1.8,2.8,0.7,15.8,1.4,9.2,6.6,0.532,26.1,0.7,1.0,0.04,"$35,802,469",NOP,"$30,864,198",$35802469,2022,2021,2022,,,30.864198,35.802469,37.34569605349867,39.38286066757511
493,CJ McCollum,SG,30,NOP,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,0.361,31.3,0.1,4.6,-0.7,12.5,0.7,0.204,5.3,2.3,1.9,21.9,1.9,9.5,7.3,0.58,29.4,1.5,2.6,0.14,"$35,802,469",NOP,"$30,864,198",$35802469,2022,2021,2022,,,30.864198,35.802469,37.34569605349867,39.38286066757511
494,T.J. McConnell,PG,29,IND,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,0.159,28.7,1.3,0.9,1.4,12.2,0.4,0.111,-0.4,3.4,1.0,15.1,2.2,11.7,7.7,0.525,16.2,0.5,1.3,0.098,"$8,700,000",IND,"$7,500,000",$8700000,2022,2021,2022,,,7.5,8.7,9.075004003060116,9.570035178520884
495,Jaden McDaniels,PF,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,0.455,6.1,2.9,-2.9,-0.1,13.2,1.7,0.128,-2.9,4.4,0.7,10.3,1.4,11.4,8.7,0.553,15.3,-0.4,2.4,0.065,"$3,901,399",MIN,"$2,063,280",$3901399,2022,2021,2022,,,2.06328,3.901399,2.49656990125785,4.291554675338643
497,Doug McDermott,PF,30,SAS,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,0.551,7.3,0.4,-2.5,-2.1,8.4,0.5,0.11,-0.4,1.5,1.1,11.4,0.5,8.1,4.9,0.593,18.3,-0.1,1.6,0.062,"$13,750,000",SAS,"$13,750,000",$13750000,2022,2021,2022,,,13.75,13.75,16.637507338943546,15.125055598237028
498,JaVale McGee,C,34,PHO,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,0.02,5.4,6.1,0.8,0.9,29.7,2.6,0.319,-0.1,15.3,2.4,22.6,0.9,15.8,22.7,0.651,22.8,0.8,4.9,0.201,"$5,734,280",DAL,"$5,000,000",$5734280,2022,2021,2022,,,5.0,5.73428,6.050002668706743,6.307731186607901
503,Jordan McLaughlin,PG,25,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,0.425,26.1,1.1,0.4,1.6,8.8,1.0,0.2,-1.2,2.6,1.3,13.4,3.0,14.9,5.6,0.535,11.8,0.6,2.3,0.123,"$2,320,000",MIN,"$1,669,178",$2320000,2022,2021,2022,,,1.669178,2.32,2.019706270909317,2.552009380938902
505,De'Anthony Melton,SG,23,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,0.535,16.0,2.1,1.9,1.6,17.1,2.8,0.173,0.3,4.0,0.9,15.2,3.0,13.0,10.4,0.529,21.3,1.6,3.7,0.107,"$8,000,000",PHI,"$8,437,500",$8000000,2022,2021,2022,,,8.4375,8.0,10.209379503442632,8.80003234806518
506,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,0.958,9.0,0.0,-5.6,-3.4,11.1,0.0,0.167,-2.2,1.8,0.0,7.5,0.0,7.2,6.3,0.485,19.6,-0.1,0.0,0.029,"$1,997,238",CLE,"$663,024",$1997238,2022,2021,2022,,,0.663024,1.997238,0.802259393883324,2.1969698758481258
510,Patty Mills,SG,33,BRK,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,0.715,10.6,0.6,-1.7,-1.4,6.2,0.9,0.074,-0.3,0.9,1.9,10.4,1.1,8.2,3.6,0.563,16.4,0.2,2.8,0.058,"$6,802,950",ATL,"$5,890,000",$6802950,2022,2021,2022,,,5.89,6.80295,7.126903143736544,7.483272507783753
